approach,model,level,question_id,scoring,invocation_status,passed,detail
b2_rag_hybrid,gpt-4o-mini,L1,L1_q004_total_events_in_summit_day,exact_numeric,ok,False,expected=437940.0 got=5940.0
b2_rag_hybrid,gpt-4o,L1,L1_q004_total_events_in_summit_day,exact_numeric,ok,False,expected=437940.0 got=5940.0
b1_sql,gpt-4o-mini,L1,L1_q005_distinct_object_ids_at_main_entrance,exact_numeric,ok,True,match
b1_sql,gpt-4o,L1,L1_q005_distinct_object_ids_at_main_entrance,exact_numeric,ok,True,match
b2_rag_cypher,gpt-4o-mini,L1,L1_q005_distinct_object_ids_at_main_entrance,exact_numeric,ok,True,match
b2_rag_cypher,gpt-4o,L1,L1_q005_distinct_object_ids_at_main_entrance,exact_numeric,ok,True,match
b2_rag_community,gpt-4o-mini,L1,L1_q005_distinct_object_ids_at_main_entrance,exact_numeric,ok,False,expected=2951.0 got=8.0
b2_rag_community,gpt-4o,L1,L1_q005_distinct_object_ids_at_main_entrance,exact_numeric,ok,False,expected=2951.0 got=8.0
b2_rag_hybrid,gpt-4o-mini,L1,L1_q005_distinct_object_ids_at_main_entrance,exact_numeric,ok,True,match
b2_rag_hybrid,gpt-4o,L1,L1_q005_distinct_object_ids_at_main_entrance,exact_numeric,ok,False,expected=2951.0 got=8.0
b1_sql,gpt-4o-mini,L1,L1_q006_active_cameras_during_keynote,exact_numeric,ok,True,match
b1_sql,gpt-4o,L1,L1_q006_active_cameras_during_keynote,exact_numeric,ok,True,match
b2_rag_cypher,gpt-4o-mini,L1,L1_q006_active_cameras_during_keynote,exact_numeric,error,,error
b2_rag_cypher,gpt-4o,L1,L1_q006_active_cameras_during_keynote,exact_numeric,ok,False,expected=8.0 got=3.0
b2_rag_community,gpt-4o-mini,L1,L1_q006_active_cameras_during_keynote,exact_numeric,ok,True,match
b2_rag_community,gpt-4o,L1,L1_q006_active_cameras_during_keynote,exact_numeric,ok,True,match
b2_rag_hybrid,gpt-4o-mini,L1,L1_q006_active_cameras_during_keynote,exact_numeric,error,True,match
b2_rag_hybrid,gpt-4o,L1,L1_q006_active_cameras_during_keynote,exact_numeric,ok,True,match
b1_sql,gpt-4o-mini,L1,L1_q007_cars_into_parking_lot,exact_numeric,ok,True,match
b1_sql,gpt-4o,L1,L1_q007_cars_into_parking_lot,exact_numeric,ok,True,match
b2_rag_cypher,gpt-4o-mini,L1,L1_q007_cars_into_parking_lot,exact_numeric,ok,False,expected=381.0 got=0.0
b2_rag_cypher,gpt-4o,L1,L1_q007_cars_into_parking_lot,exact_numeric,ok,False,expected=381.0 got=0.0
b2_rag_community,gpt-4o-mini,L1,L1_q007_cars_into_parking_lot,exact_numeric,ok,False,expected=381.0 got=8.0
b2_rag_community,gpt-4o,L1,L1_q007_cars_into_parking_lot,exact_numeric,ok,False,expected=381.0 got=8.0
b2_rag_hybrid,gpt-4o-mini,L1,L1_q007_cars_into_parking_lot,exact_numeric,ok,False,expected=381.0 got=0.0
b2_rag_hybrid,gpt-4o,L1,L1_q007_cars_into_parking_lot,exact_numeric,ok,False,expected=381.0 got=8.0
b1_sql,gpt-4o-mini,L1,L1_q008_people_through_main_gate,exact_numeric,ok,True,match
b1_sql,gpt-4o,L1,L1_q008_people_through_main_gate,exact_numeric,ok,True,match
b2_rag_cypher,gpt-4o-mini,L1,L1_q008_people_through_main_gate,exact_numeric,ok,False,expected=2883.0 got=0.0
b2_rag_cypher,gpt-4o,L1,L1_q008_people_through_main_gate,exact_numeric,ok,True,match
b2_rag_community,gpt-4o-mini,L1,L1_q008_people_through_main_gate,exact_numeric,ok,False,expected=2883.0 got=1.0
b2_rag_community,gpt-4o,L1,L1_q008_people_through_main_gate,exact_numeric,ok,False,expected=2883.0 got=8.0
b2_rag_hybrid,gpt-4o-mini,L1,L1_q008_people_through_main_gate,exact_numeric,ok,False,expected=2883.0 got=0.0
b2_rag_hybrid,gpt-4o,L1,L1_q008_people_through_main_gate,exact_numeric,ok,True,match
b1_sql,gpt-4o-mini,L1,L1_q009_total_cameras_at_venue,exact_numeric,ok,True,match
b1_sql,gpt-4o,L1,L1_q009_total_cameras_at_venue,exact_numeric,ok,True,match
b2_rag_cypher,gpt-4o-mini,L1,L1_q009_total_cameras_at_venue,exact_numeric,ok,True,match
b2_rag_cypher,gpt-4o,L1,L1_q009_total_cameras_at_venue,exact_numeric,ok,True,match
b2_rag_community,gpt-4o-mini,L1,L1_q009_total_cameras_at_venue,exact_numeric,ok,False,expected=8.0 got=5.0
b2_rag_community,gpt-4o,L1,L1_q009_total_cameras_at_venue,exact_numeric,ok,False,expected=8.0 got=7.0
b2_rag_hybrid,gpt-4o-mini,L1,L1_q009_total_cameras_at_venue,exact_numeric,ok,True,match
b2_rag_hybrid,gpt-4o,L1,L1_q009_total_cameras_at_venue,exact_numeric,ok,True,match
b1_sql,gpt-4o-mini,L2,L2_q001_peak_headcount_nvidia_booth,numeric_tolerance_1pct,ok,True,within_1pct (expected=86.0 got=86.0)
b1_sql,gpt-4o,L2,L2_q001_peak_headcount_nvidia_booth,numeric_tolerance_1pct,ok,True,within_1pct (expected=86.0 got=86.0)
b2_rag_cypher,gpt-4o-mini,L2,L2_q001_peak_headcount_nvidia_booth,numeric_tolerance_1pct,ok,True,within_1pct (expected=86.0 got=86.0)
b2_rag_cypher,gpt-4o,L2,L2_q001_peak_headcount_nvidia_booth,numeric_tolerance_1pct,ok,True,within_1pct (expected=86.0 got=86.0)
b2_rag_community,gpt-4o-mini,L2,L2_q001_peak_headcount_nvidia_booth,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=86.0 got=8.0)
b2_rag_community,gpt-4o,L2,L2_q001_peak_headcount_nvidia_booth,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=86.0 got=8.0)
b2_rag_hybrid,gpt-4o-mini,L2,L2_q001_peak_headcount_nvidia_booth,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=86.0 got=8.0)
b2_rag_hybrid,gpt-4o,L2,L2_q001_peak_headcount_nvidia_booth,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=86.0 got=8.0)
b1_sql,gpt-4o-mini,L2,L2_q002_avg_headcount_foodcourt_lunch,numeric_tolerance_1pct,ok,True,within_1pct (expected=120.01 got=120.01)
b1_sql,gpt-4o,L2,L2_q002_avg_headcount_foodcourt_lunch,numeric_tolerance_1pct,ok,True,within_1pct (expected=120.01 got=120.01)
b2_rag_cypher,gpt-4o-mini,L2,L2_q002_avg_headcount_foodcourt_lunch,numeric_tolerance_1pct,ok,True,within_1pct (expected=120.01 got=120.0)
b2_rag_cypher,gpt-4o,L2,L2_q002_avg_headcount_foodcourt_lunch,numeric_tolerance_1pct,ok,True,within_1pct (expected=120.01 got=120.01)
b2_rag_community,gpt-4o-mini,L2,L2_q002_avg_headcount_foodcourt_lunch,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=8.0)
b2_rag_community,gpt-4o,L2,L2_q002_avg_headcount_foodcourt_lunch,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=8.0)
b2_rag_hybrid,gpt-4o-mini,L2,L2_q002_avg_headcount_foodcourt_lunch,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=8.0)
b2_rag_hybrid,gpt-4o,L2,L2_q002_avg_headcount_foodcourt_lunch,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=8.0)
b1_sql,gpt-4o-mini,L2,L2_q003_avg_confidence_all_events,numeric_tolerance_1pct,ok,True,within_1pct (expected=0.9 got=0.9)
b1_sql,gpt-4o,L2,L2_q003_avg_confidence_all_events,numeric_tolerance_1pct,ok,True,within_1pct (expected=0.9 got=0.9)
b2_rag_cypher,gpt-4o-mini,L2,L2_q003_avg_confidence_all_events,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=0.9 got=0.91)
b2_rag_cypher,gpt-4o,L2,L2_q003_avg_confidence_all_events,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=0.9 got=0.91)
b2_rag_community,gpt-4o-mini,L2,L2_q003_avg_confidence_all_events,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=0.9 got=8.0)
b2_rag_community,gpt-4o,L2,L2_q003_avg_confidence_all_events,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=0.9 got=8.0)
b2_rag_hybrid,gpt-4o-mini,L2,L2_q003_avg_confidence_all_events,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=0.9 got=0.91)
b2_rag_hybrid,gpt-4o,L2,L2_q003_avg_confidence_all_events,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=0.9 got=8.0)
b1_sql,gpt-4o-mini,L2,L2_q004_low_confidence_events_count,numeric_tolerance_1pct,ok,True,within_1pct (expected=30467.0 got=30467.0)
b1_sql,gpt-4o,L2,L2_q004_low_confidence_events_count,numeric_tolerance_1pct,ok,True,within_1pct (expected=30467.0 got=30467.0)
b2_rag_cypher,gpt-4o-mini,L2,L2_q004_low_confidence_events_count,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=231.0)
b2_rag_cypher,gpt-4o,L2,L2_q004_low_confidence_events_count,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=231.0)
b2_rag_community,gpt-4o-mini,L2,L2_q004_low_confidence_events_count,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=8.0)
b2_rag_community,gpt-4o,L2,L2_q004_low_confidence_events_count,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=8.0)
b2_rag_hybrid,gpt-4o-mini,L2,L2_q004_low_confidence_events_count,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=8.0)
b2_rag_hybrid,gpt-4o,L2,L2_q004_low_confidence_events_count,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=8.0)
b1_sql,gpt-4o-mini,L2,L2_q005_net_person_flow_main_entrance,numeric_tolerance_1pct,ok,True,within_1pct (expected=179.0 got=179.0)
b1_sql,gpt-4o,L2,L2_q005_net_person_flow_main_entrance,numeric_tolerance_1pct,ok,True,within_1pct (expected=179.0 got=179.0)
b2_rag_cypher,gpt-4o-mini,L2,L2_q005_net_person_flow_main_entrance,numeric_tolerance_1pct,ok,True,within_1pct (expected=179.0 got=179.0)
b2_rag_cypher,gpt-4o,L2,L2_q005_net_person_flow_main_entrance,numeric_tolerance_1pct,ok,True,within_1pct (expected=179.0 got=179.0)
b2_rag_community,gpt-4o-mini,L2,L2_q005_net_person_flow_main_entrance,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=179.0 got=8.0)
b2_rag_community,gpt-4o,L2,L2_q005_net_person_flow_main_entrance,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=179.0 got=8.0)
b2_rag_hybrid,gpt-4o-mini,L2,L2_q005_net_person_flow_main_entrance,numeric_tolerance_1pct,ok,True,within_1pct (expected=179.0 got=179.0)
b2_rag_hybrid,gpt-4o,L2,L2_q005_net_person_flow_main_entrance,numeric_tolerance_1pct,ok,True,within_1pct (expected=179.0 got=179.0)
b1_sql,gpt-4o-mini,L2,L2_q006_busiest_moment_nvidia,numeric_tolerance_1pct,ok,True,within_1pct (expected=86.0 got=86.0)
b1_sql,gpt-4o,L2,L2_q006_busiest_moment_nvidia,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=86.0 got=8.0)
b2_rag_cypher,gpt-4o-mini,L2,L2_q006_busiest_moment_nvidia,numeric_tolerance_1pct,ok,False,no_number_in_answer
b2_rag_cypher,gpt-4o,L2,L2_q006_busiest_moment_nvidia,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=86.0 got=8.0)
b2_rag_community,gpt-4o-mini,L2,L2_q006_busiest_moment_nvidia,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=86.0 got=500.0)
b2_rag_community,gpt-4o,L2,L2_q006_busiest_moment_nvidia,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=86.0 got=8.0)
b2_rag_hybrid,gpt-4o-mini,L2,L2_q006_busiest_moment_nvidia,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=86.0 got=500.0)
b2_rag_hybrid,gpt-4o,L2,L2_q006_busiest_moment_nvidia,numeric_tolerance_1pct,ok,True,within_1pct (expected=86.0 got=86.0)
b1_sql,gpt-4o-mini,L2,L2_q007_low_confidence_detections,numeric_tolerance_1pct,ok,True,within_1pct (expected=30467.0 got=30467.0)
b1_sql,gpt-4o,L2,L2_q007_low_confidence_detections,numeric_tolerance_1pct,ok,True,within_1pct (expected=30467.0 got=30467.0)
b2_rag_cypher,gpt-4o-mini,L2,L2_q007_low_confidence_detections,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=5940.0)
b2_rag_cypher,gpt-4o,L2,L2_q007_low_confidence_detections,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=231.0)
b2_rag_community,gpt-4o-mini,L2,L2_q007_low_confidence_detections,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=85.0)
b2_rag_community,gpt-4o,L2,L2_q007_low_confidence_detections,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=85.0)
b2_rag_hybrid,gpt-4o-mini,L2,L2_q007_low_confidence_detections,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=5940.0)
b2_rag_hybrid,gpt-4o,L2,L2_q007_low_confidence_detections,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=5940.0)
b1_sql,gpt-4o-mini,L2,L2_q008_lunch_crowd_food_court,numeric_tolerance_1pct,ok,True,within_1pct (expected=120.01 got=120.0)
b1_sql,gpt-4o,L2,L2_q008_lunch_crowd_food_court,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=62.83)
b2_rag_cypher,gpt-4o-mini,L2,L2_q008_lunch_crowd_food_court,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=8.0)
b2_rag_cypher,gpt-4o,L2,L2_q008_lunch_crowd_food_court,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=8.0)
b2_rag_community,gpt-4o-mini,L2,L2_q008_lunch_crowd_food_court,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=8.0)
b2_rag_community,gpt-4o,L2,L2_q008_lunch_crowd_food_court,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=8.0)
b2_rag_hybrid,gpt-4o-mini,L2,L2_q008_lunch_crowd_food_court,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=500.0)
b2_rag_hybrid,gpt-4o,L2,L2_q008_lunch_crowd_food_court,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=500.0)
b1_sql,gpt-4o-mini,L3,L3_q001_peak_per_booth,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=2)
b1_sql,gpt-4o,L3,L3_q001_peak_per_booth,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=2)
b2_rag_cypher,gpt-4o-mini,L3,L3_q001_peak_per_booth,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=2)
b2_rag_cypher,gpt-4o,L3,L3_q001_peak_per_booth,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=2)
b2_rag_community,gpt-4o-mini,L3,L3_q001_peak_per_booth,set_match_with_tolerance,ok,False,"missing_numbers=[53.0, 86.0]"
b2_rag_community,gpt-4o,L3,L3_q001_peak_per_booth,set_match_with_tolerance,ok,False,"missing_numbers=[53.0, 86.0]"
b2_rag_hybrid,gpt-4o-mini,L3,L3_q001_peak_per_booth,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=2)
b2_rag_hybrid,gpt-4o,L3,L3_q001_peak_per_booth,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=2)
b1_sql,gpt-4o-mini,L3,L3_q002_event_counts_by_type,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b1_sql,gpt-4o,L3,L3_q002_event_counts_by_type,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_cypher,gpt-4o-mini,L3,L3_q002_event_counts_by_type,set_match_with_tolerance,error,,error
b2_rag_cypher,gpt-4o,L3,L3_q002_event_counts_by_type,set_match_with_tolerance,ok,False,missing_keys=['crowd'] missing_numbers=[432000.0]
b2_rag_community,gpt-4o-mini,L3,L3_q002_event_counts_by_type,set_match_with_tolerance,ok,False,"missing_keys=['car_entry', 'car_exit', 'crowd', 'person_entry', 'person_exit'] missing_numbers=[419.0, 427.0, 432000.0, 2601.0, 2493.0]"
b2_rag_community,gpt-4o,L3,L3_q002_event_counts_by_type,set_match_with_tolerance,ok,False,"missing_keys=['car_entry', 'car_exit', 'crowd', 'person_entry', 'person_exit'] missing_numbers=[419.0, 427.0, 432000.0, 2601.0, 2493.0]"
b2_rag_hybrid,gpt-4o-mini,L3,L3_q002_event_counts_by_type,set_match_with_tolerance,error,False,"missing_keys=['car_entry', 'car_exit', 'crowd', 'person_entry', 'person_exit'] missing_numbers=[419.0, 427.0, 432000.0, 2601.0, 2493.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q002_event_counts_by_type,set_match_with_tolerance,ok,False,"missing_keys=['car_entry', 'car_exit', 'crowd', 'person_entry', 'person_exit'] missing_numbers=[432000.0]"
b1_sql,gpt-4o-mini,L3,L3_q003_hourly_person_entry_main_entrance,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b1_sql,gpt-4o,L3,L3_q003_hourly_person_entry_main_entrance,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b2_rag_cypher,gpt-4o-mini,L3,L3_q003_hourly_person_entry_main_entrance,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b2_rag_cypher,gpt-4o,L3,L3_q003_hourly_person_entry_main_entrance,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b2_rag_community,gpt-4o-mini,L3,L3_q003_hourly_person_entry_main_entrance,set_match_with_tolerance,ok,False,"missing_keys=['03', '04', '06', '09', '10'] missing_numbers=[13.0, 18.0, 12.0, 15.0, 10.0]"
b2_rag_community,gpt-4o,L3,L3_q003_hourly_person_entry_main_entrance,set_match_with_tolerance,ok,False,"missing_keys=['03', '04', '06', '07', '10'] missing_numbers=[13.0, 18.0, 15.0, 10.0, 7.0]"
b2_rag_hybrid,gpt-4o-mini,L3,L3_q003_hourly_person_entry_main_entrance,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b2_rag_hybrid,gpt-4o,L3,L3_q003_hourly_person_entry_main_entrance,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b1_sql,gpt-4o-mini,L3,L3_q004_avg_headcount_per_crowd_camera,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b1_sql,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_cypher,gpt-4o-mini,L3,L3_q004_avg_headcount_per_crowd_camera,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_cypher,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_community,gpt-4o-mini,L3,L3_q004_avg_headcount_per_crowd_camera,set_match_with_tolerance,ok,False,"missing_numbers=[10.65, 15.52, 49.36, 23.07, 57.4]"
b2_rag_community,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,set_match_with_tolerance,ok,False,"missing_keys=['DemoBooth_Intel', 'DemoBooth_NVIDIA', 'ExpoFloor_MainAisle', 'FoodCourt_North', 'KeynoteHall_Stage'] missing_numbers=[10.65, 15.52, 49.36, 23.07, 57.4]"
b2_rag_hybrid,gpt-4o-mini,L3,L3_q004_avg_headcount_per_crowd_camera,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_hybrid,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b1_sql,gpt-4o-mini,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=3)
b1_sql,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=3)
b2_rag_cypher,gpt-4o-mini,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,False,"missing_numbers=[2365493.0, 2059433.0, 1685871.0]"
b2_rag_cypher,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,False,"missing_numbers=[2365493.0, 2059433.0, 1685871.0]"
b2_rag_community,gpt-4o-mini,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,False,"missing_keys=['14'] missing_numbers=[2365493.0, 2059433.0, 1685871.0]"
b2_rag_community,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,False,"missing_keys=['16', '14', '09'] missing_numbers=[2365493.0, 2059433.0, 1685871.0]"
b2_rag_hybrid,gpt-4o-mini,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,False,"missing_numbers=[2365493.0, 2059433.0, 1685871.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,False,"missing_numbers=[2365493.0, 2059433.0, 1685871.0]"
b1_sql,gpt-4o-mini,L3,L3_q006_arrival_pattern_main_gate,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b1_sql,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b2_rag_cypher,gpt-4o-mini,L3,L3_q006_arrival_pattern_main_gate,set_match_with_tolerance,ok,False,"missing_keys=['01', '03', '04', '06', '07'] missing_numbers=[13.0, 18.0, 12.0, 15.0, 10.0]"
b2_rag_cypher,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,set_match_with_tolerance,ok,False,"missing_keys=['10', '13', '14', '16', '19'] missing_numbers=[13.0, 15.0, 10.0, 7.0, 14.0]"
b2_rag_community,gpt-4o-mini,L3,L3_q006_arrival_pattern_main_gate,set_match_with_tolerance,ok,False,"missing_keys=['03', '04', '06', '10', '12'] missing_numbers=[13.0, 18.0, 12.0, 10.0, 7.0]"
b2_rag_community,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,set_match_with_tolerance,ok,False,"missing_keys=['01', '03', '04', '06', '07'] missing_numbers=[13.0, 18.0, 12.0, 15.0, 10.0]"
b2_rag_hybrid,gpt-4o-mini,L3,L3_q006_arrival_pattern_main_gate,set_match_with_tolerance,ok,False,"missing_keys=['06', '09', '11', '12', '13'] missing_numbers=[13.0, 18.0, 12.0, 15.0, 7.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,set_match_with_tolerance,ok,False,"missing_keys=['06', '09', '11', '12', '13'] missing_numbers=[13.0, 18.0, 12.0, 15.0, 7.0]"
b1_sql,gpt-4o-mini,L3,L3_q007_crowd_hotspots,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b1_sql,gpt-4o,L3,L3_q007_crowd_hotspots,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_cypher,gpt-4o-mini,L3,L3_q007_crowd_hotspots,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_cypher,gpt-4o,L3,L3_q007_crowd_hotspots,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_community,gpt-4o-mini,L3,L3_q007_crowd_hotspots,set_match_with_tolerance,ok,False,"missing_keys=['KeynoteHall_Stage'] missing_numbers=[57.4, 49.36, 23.07, 15.52, 10.65]"
b2_rag_community,gpt-4o,L3,L3_q007_crowd_hotspots,set_match_with_tolerance,ok,False,"missing_numbers=[57.4, 49.36, 23.07, 15.52, 10.65]"
