approach,model,level,question_id,scoring,invocation_status,passed,detail
b3_aqr,gpt-4o,L2,L2_q011_avg_confidence_entries,numeric_tolerance_1pct,ok,True,within_1pct (expected=0.92 got=0.915)
b1_sql,gpt-4o,L2,L2_q012_evening_crowd_food,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=99.96 got=5.0)
b3_aqr,gpt-4o,L2,L2_q012_evening_crowd_food,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=99.96 got=5.0)
b1_sql,gpt-4o,L2,L2_q013_max_people_one_hour_gate,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=334.0 got=8.0)
b3_aqr,gpt-4o,L2,L2_q013_max_people_one_hour_gate,numeric_tolerance_1pct,ok,True,within_1pct (expected=334.0 got=334.0)
b1_sql,gpt-4o,L2,L2_q014_avg_intel_crowd,numeric_tolerance_1pct,ok,True,within_1pct (expected=10.65 got=10.65)
b3_aqr,gpt-4o,L2,L2_q014_avg_intel_crowd,numeric_tolerance_1pct,ok,True,within_1pct (expected=10.65 got=10.65)
b1_sql,gpt-4o,L2,L2_q015_total_people_entered_venue,numeric_tolerance_1pct,ok,True,within_1pct (expected=2601.0 got=2601.0)
b3_aqr,gpt-4o,L2,L2_q015_total_people_entered_venue,numeric_tolerance_1pct,ok,True,within_1pct (expected=2601.0 got=2601.0)
b1_sql,gpt-4o,L3,L3_q001_peak_per_booth,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=2)
b3_aqr,gpt-4o,L3,L3_q001_peak_per_booth,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=2)
b1_sql,gpt-4o,L3,L3_q002_event_counts_by_type,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b3_aqr,gpt-4o,L3,L3_q002_event_counts_by_type,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b1_sql,gpt-4o,L3,L3_q003_hourly_person_entry_main_entrance,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b3_aqr,gpt-4o,L3,L3_q003_hourly_person_entry_main_entrance,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b1_sql,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b3_aqr,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b1_sql,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=3)
b3_aqr,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,False,"missing_numbers=[2365493.0, 2059433.0, 1685871.0]"
b1_sql,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b3_aqr,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,set_match_with_tolerance,ok,False,"missing_keys=['12', '13', '14', '15', '16'] missing_numbers=[13.0, 12.0, 15.0, 7.0, 12.0]"
b1_sql,gpt-4o,L3,L3_q007_crowd_hotspots,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b3_aqr,gpt-4o,L3,L3_q007_crowd_hotspots,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b1_sql,gpt-4o,L3,L3_q008_event_volume_by_hour,set_match_with_tolerance,ok,False,"missing_keys=['10', '11', '12', '13', '14'] missing_numbers=[19003.0]"
b3_aqr,gpt-4o,L3,L3_q008_event_volume_by_hour,set_match_with_tolerance,ok,False,"missing_keys=['03', '06', '07', '10', '11'] missing_numbers=[18358.0, 19003.0, 18323.0, 18397.0, 18440.0]"
b1_sql,gpt-4o,L3,L3_q009_crowd_surge_timeline,set_match_with_tolerance,ok,False,"missing_keys=['10', '11', '12', '13', '15']"
b3_aqr,gpt-4o,L3,L3_q009_crowd_surge_timeline,set_match_with_tolerance,ok,False,"missing_keys=['00', '01', '02', '03', '04'] missing_numbers=[7.0, 7.3, 7.1, 7.2, 7.0]"
b1_sql,gpt-4o,L3,L3_q010_entry_exit_balance,set_match_with_tolerance,ok,False,"missing_numbers=[1569.0, 1382.0, 669.0, 724.0]"
b3_aqr,gpt-4o,L3,L3_q010_entry_exit_balance,set_match_with_tolerance,ok,False,"missing_numbers=[1569.0, 1382.0, 669.0, 724.0]"
b1_sql,gpt-4o,L3,L3_q011_busiest_camera_per_hour,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b3_aqr,gpt-4o,L3,L3_q011_busiest_camera_per_hour,set_match_with_tolerance,ok,False,"missing_keys=['13', '21', '22', '23'] missing_numbers=[7.0, 7.3, 7.1, 7.2, 7.0]"
b1_sql,gpt-4o,L3,L3_q012_car_traffic_by_hour,set_match_with_tolerance,ok,False,"missing_keys=['car_exit', 'car_exit', 'car_entry', 'car_exit', 'car_entry']"
b3_aqr,gpt-4o,L3,L3_q012_car_traffic_by_hour,set_match_with_tolerance,ok,False,"missing_keys=['car_exit', '01', 'car_exit', 'car_entry', 'car_exit'] missing_numbers=[4.0, 4.0, 1.0, 2.0, 2.0]"
b1_sql,gpt-4o,L3,L3_q013_nvidia_hourly_crowd,set_match_with_tolerance,ok,False,"missing_numbers=[60.0, 60.2, 45.0, 70.0, 70.1]"
b3_aqr,gpt-4o,L3,L3_q013_nvidia_hourly_crowd,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b1_sql,gpt-4o,L3,L3_q014_all_gates_person_flow,set_match_with_tolerance,ok,False,"missing_keys=['person_entry', 'person_exit', 'person_entry', 'person_exit', 'KeynoteHall_DoorA'] missing_numbers=[782.0, 814.0]"
b3_aqr,gpt-4o,L3,L3_q014_all_gates_person_flow,set_match_with_tolerance,ok,False,"missing_keys=['person_entry', 'person_exit', 'person_entry', 'person_exit', 'person_entry']"
b1_sql,gpt-4o,L3,L3_q015_peak_crowd_each_location,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b3_aqr,gpt-4o,L3,L3_q015_peak_crowd_each_location,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b1_sql,gpt-4o,L4,L4_q001_compare_booths,structured_facts,ok,True,all_2_facts_satisfied
b3_aqr,gpt-4o,L4,L4_q001_compare_booths,structured_facts,ok,False,"missing=['average_headcount_ratio_nvidia_over_intel=1.4+-0.4_no_match (numbers_seen=[15.515, 10.648, 0.69, 69.0])']"
b1_sql,gpt-4o,L4,L4_q002_gate_flow_comparison,structured_facts,ok,True,all_3_facts_satisfied
b3_aqr,gpt-4o,L4,L4_q002_gate_flow_comparison,structured_facts,ok,True,all_3_facts_satisfied
b1_sql,gpt-4o,L4,L4_q003_morning_vs_evening_main_entrance,structured_facts,ok,False,"missing=[""busier_window='08:00'_not_mentioned""]"
b3_aqr,gpt-4o,L4,L4_q003_morning_vs_evening_main_entrance,structured_facts,ok,True,all_3_facts_satisfied
b1_sql,gpt-4o,L4,L4_q004_keynote_morning_vs_afternoon,structured_facts,ok,True,all_3_facts_satisfied
b3_aqr,gpt-4o,L4,L4_q004_keynote_morning_vs_afternoon,structured_facts,ok,True,all_3_facts_satisfied
b1_sql,gpt-4o,L4,L4_q005_highest_peak_to_baseline_ratio,structured_facts,ok,True,all_1_facts_satisfied
b3_aqr,gpt-4o,L4,L4_q005_highest_peak_to_baseline_ratio,structured_facts,ok,True,all_1_facts_satisfied
b1_sql,gpt-4o,L4,L4_q006_morning_vs_evening_rush,structured_facts,ok,True,all_3_facts_satisfied
b3_aqr,gpt-4o,L4,L4_q006_morning_vs_evening_rush,structured_facts,ok,True,all_3_facts_satisfied
b1_sql,gpt-4o,L4,L4_q007_nvidia_vs_intel_booth_attraction,structured_facts,ok,True,all_2_facts_satisfied
b3_aqr,gpt-4o,L4,L4_q007_nvidia_vs_intel_booth_attraction,structured_facts,ok,True,all_2_facts_satisfied
b1_sql,gpt-4o,L4,L4_q008_keynote_attendance_dropoff,structured_facts,ok,True,all_2_facts_satisfied
b3_aqr,gpt-4o,L4,L4_q008_keynote_attendance_dropoff,structured_facts,ok,False,"missing=[""trend_keyword_a='morning'_not_mentioned"", ""trend_keyword_b='afternoon'_not_mentioned""]"
b1_sql,gpt-4o,L4,L4_q009_object_tracking_cross_camera,exact_numeric,ok,False,expected=1564.0 got=1596.0
b3_aqr,gpt-4o,L4,L4_q009_object_tracking_cross_camera,exact_numeric,ok,False,expected=1564.0 got=1596.0
b1_sql,gpt-4o,L4,L4_q010_camera_correlation,structured_facts,ok,True,all_1_facts_satisfied
b3_aqr,gpt-4o,L4,L4_q010_camera_correlation,structured_facts,ok,True,all_1_facts_satisfied
b1_sql,gpt-4o,L4,L4_q011_people_flow_gate_to_keynote,structured_facts,ok,False,"missing=[""overlap_exists='yes'_not_mentioned"", ""main_entrance_mentioned='Gate_MainEntrance'_not_mentioned""]"
b3_aqr,gpt-4o,L4,L4_q011_people_flow_gate_to_keynote,structured_facts,ok,False,"missing=[""overlap_exists='yes'_not_mentioned"", ""main_entrance_mentioned='Gate_MainEntrance'_not_mentioned""]"
b1_sql,gpt-4o,L4,L4_q012_crowd_before_after_keynote,structured_facts,ok,True,all_2_facts_satisfied
b3_aqr,gpt-4o,L4,L4_q012_crowd_before_after_keynote,structured_facts,ok,True,all_2_facts_satisfied
b1_sql,gpt-4o,L4,L4_q013_food_court_vs_expo_lunch,structured_facts,ok,False,"missing=[""food_court_mentioned='FoodCourt'_not_mentioned""]"
b3_aqr,gpt-4o,L4,L4_q013_food_court_vs_expo_lunch,structured_facts,ok,False,"missing=[""food_court_mentioned='FoodCourt'_not_mentioned""]"
b1_sql,gpt-4o,L4,L4_q014_parking_car_person_ratio,structured_facts,ok,True,all_1_facts_satisfied
b3_aqr,gpt-4o,L4,L4_q014_parking_car_person_ratio,structured_facts,ok,True,all_1_facts_satisfied
b1_sql,gpt-4o,L4,L4_q015_quiet_vs_busy_locations,structured_facts,ok,True,all_2_facts_satisfied
b3_aqr,gpt-4o,L4,L4_q015_quiet_vs_busy_locations,structured_facts,ok,True,all_2_facts_satisfied
b1_sql,gpt-4o,L5,L5_q001_summit_day_brief,rubric_coverage,ok,True,coverage=4/5=0.80 (threshold=0.6)
b3_aqr,gpt-4o,L5,L5_q001_summit_day_brief,rubric_coverage,ok,True,coverage=3/5=0.60 (threshold=0.6)
b1_sql,gpt-4o,L5,L5_q002_nvidia_booth_timeline,rubric_coverage,ok,True,coverage=3/5=0.60 (threshold=0.6)
b3_aqr,gpt-4o,L5,L5_q002_nvidia_booth_timeline,rubric_coverage,ok,True,coverage=4/5=0.80 (threshold=0.6)
b1_sql,gpt-4o,L5,L5_q003_staffing_brief,rubric_coverage,ok,False,coverage=1/5=0.20 (threshold=0.5)
b3_aqr,gpt-4o,L5,L5_q003_staffing_brief,rubric_coverage,ok,False,coverage=2/5=0.40 (threshold=0.5)
b1_sql,gpt-4o,L5,L5_q004_security_attention_report,rubric_coverage,ok,True,coverage=3/4=0.75 (threshold=0.5)
b3_aqr,gpt-4o,L5,L5_q004_security_attention_report,rubric_coverage,error,True,coverage=3/4=0.75 (threshold=0.5)
b1_sql,gpt-4o,L5,L5_q005_keynote_hall_lifecycle,rubric_coverage,ok,True,coverage=3/4=0.75 (threshold=0.5)
b3_aqr,gpt-4o,L5,L5_q005_keynote_hall_lifecycle,rubric_coverage,ok,True,coverage=3/4=0.75 (threshold=0.5)
b1_sql,gpt-4o,L5,L5_q006_how_did_the_day_go,rubric_coverage,ok,False,coverage=1/5=0.20 (threshold=0.4)
b3_aqr,gpt-4o,L5,L5_q006_how_did_the_day_go,rubric_coverage,ok,False,coverage=1/5=0.20 (threshold=0.4)
b1_sql,gpt-4o,L5,L5_q007_security_team_handoff,rubric_coverage,ok,True,coverage=2/4=0.50 (threshold=0.5)
b3_aqr,gpt-4o,L5,L5_q007_security_team_handoff,rubric_coverage,ok,False,coverage=1/4=0.25 (threshold=0.5)
b1_sql,gpt-4o,L5,L5_q008_what_should_change,rubric_coverage,ok,False,coverage=1/4=0.25 (threshold=0.4)
b3_aqr,gpt-4o,L5,L5_q008_what_should_change,rubric_coverage,ok,False,coverage=1/4=0.25 (threshold=0.4)
b1_sql,gpt-4o,L5,L5_q009_community_pattern_analysis,rubric_coverage,ok,True,coverage=2/3=0.67 (threshold=0.5)
b3_aqr,gpt-4o,L5,L5_q009_community_pattern_analysis,rubric_coverage,ok,False,coverage=1/3=0.33 (threshold=0.5)
b1_sql,gpt-4o,L5,L5_q010_temporal_flow_narrative,rubric_coverage,ok,True,coverage=2/5=0.40 (threshold=0.4)
b3_aqr,gpt-4o,L5,L5_q010_temporal_flow_narrative,rubric_coverage,ok,False,coverage=1/5=0.20 (threshold=0.4)
b1_sql,gpt-4o,L5,L5_q011_venue_capacity_analysis,rubric_coverage,ok,False,coverage=1/4=0.25 (threshold=0.5)
b3_aqr,gpt-4o,L5,L5_q011_venue_capacity_analysis,rubric_coverage,ok,True,coverage=2/4=0.50 (threshold=0.5)
b1_sql,gpt-4o,L5,L5_q012_incident_investigation,rubric_coverage,ok,True,coverage=2/4=0.50 (threshold=0.5)
b3_aqr,gpt-4o,L5,L5_q012_incident_investigation,rubric_coverage,ok,True,coverage=2/4=0.50 (threshold=0.5)
b1_sql,gpt-4o,L5,L5_q013_end_of_day_evacuation,rubric_coverage,ok,True,coverage=2/4=0.50 (threshold=0.5)
b3_aqr,gpt-4o,L5,L5_q013_end_of_day_evacuation,rubric_coverage,ok,True,coverage=2/4=0.50 (threshold=0.5)
b1_sql,gpt-4o,L5,L5_q014_venue_design_feedback,rubric_coverage,ok,False,coverage=1/4=0.25 (threshold=0.4)
b3_aqr,gpt-4o,L5,L5_q014_venue_design_feedback,rubric_coverage,ok,True,coverage=2/4=0.50 (threshold=0.4)
b1_sql,gpt-4o,L5,L5_q015_vip_experience_report,rubric_coverage,ok,False,coverage=1/4=0.25 (threshold=0.5)
b3_aqr,gpt-4o,L5,L5_q015_vip_experience_report,rubric_coverage,ok,True,coverage=2/4=0.50 (threshold=0.5)
