approach,model,level,question_id,scoring,invocation_status,passed,detail
b1_sql,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b1_sql,gpt-4o-mini,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=3)
b1_sql,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=3)
b1_sql,gpt-4o-mini,L4,L4_q001_compare_booths,structured_facts,ok,True,all_2_facts_satisfied
b1_sql,gpt-4o,L4,L4_q001_compare_booths,structured_facts,ok,True,all_2_facts_satisfied
b1_sql,gpt-4o-mini,L4,L4_q002_gate_flow_comparison,structured_facts,ok,True,all_3_facts_satisfied
b1_sql,gpt-4o,L4,L4_q002_gate_flow_comparison,structured_facts,ok,True,all_3_facts_satisfied
b1_sql,gpt-4o-mini,L4,L4_q003_morning_vs_evening_main_entrance,structured_facts,ok,True,all_3_facts_satisfied
b1_sql,gpt-4o,L4,L4_q003_morning_vs_evening_main_entrance,structured_facts,ok,True,all_3_facts_satisfied
b1_sql,gpt-4o-mini,L4,L4_q004_keynote_morning_vs_afternoon,structured_facts,ok,True,all_3_facts_satisfied
b1_sql,gpt-4o,L4,L4_q004_keynote_morning_vs_afternoon,structured_facts,ok,True,all_3_facts_satisfied
b1_sql,gpt-4o-mini,L4,L4_q005_highest_peak_to_baseline_ratio,structured_facts,ok,True,all_1_facts_satisfied
b1_sql,gpt-4o,L4,L4_q005_highest_peak_to_baseline_ratio,structured_facts,ok,True,all_1_facts_satisfied
b1_sql,gpt-4o-mini,L5,L5_q001_summit_day_brief,rubric_coverage,ok,False,coverage=1/5=0.20 (threshold=0.6)
b1_sql,gpt-4o,L5,L5_q001_summit_day_brief,rubric_coverage,ok,False,coverage=2/5=0.40 (threshold=0.6)
b1_sql,gpt-4o-mini,L5,L5_q002_nvidia_booth_timeline,rubric_coverage,ok,True,coverage=4/5=0.80 (threshold=0.6)
b1_sql,gpt-4o,L5,L5_q002_nvidia_booth_timeline,rubric_coverage,ok,True,coverage=3/5=0.60 (threshold=0.6)
b1_sql,gpt-4o-mini,L5,L5_q003_staffing_brief,rubric_coverage,ok,False,coverage=2/5=0.40 (threshold=0.5)
b1_sql,gpt-4o,L5,L5_q003_staffing_brief,rubric_coverage,ok,True,coverage=3/5=0.60 (threshold=0.5)
b1_sql,gpt-4o-mini,L5,L5_q004_security_attention_report,rubric_coverage,ok,True,coverage=4/4=1.00 (threshold=0.5)
b1_sql,gpt-4o,L5,L5_q004_security_attention_report,rubric_coverage,ok,True,coverage=4/4=1.00 (threshold=0.5)
b1_sql,gpt-4o-mini,L5,L5_q005_keynote_hall_lifecycle,rubric_coverage,ok,True,coverage=3/4=0.75 (threshold=0.5)
b1_sql,gpt-4o,L5,L5_q005_keynote_hall_lifecycle,rubric_coverage,ok,True,coverage=3/4=0.75 (threshold=0.5)
