run,approach,model,level,question_id,duration_ms,llm_calls,total_tokens,passed
sprint1_abstract_v3,b1_sql,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,14751,2,1552,True
sprint1_abstract_v3,b1_sql,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,5012,2,1870,True
sprint1_abstract_v3,b1_sql,gpt-4o,L3,L3_q007_crowd_hotspots,4532,2,1541,True
sprint1_abstract_v3,b1_sql,gpt-4o,L3,L3_q008_event_volume_by_hour,4718,2,1682,False
sprint1_abstract_v3,b1_sql,gpt-4o,L4,L4_q001_compare_booths,3551,2,1573,True
sprint1_abstract_v3,b1_sql,gpt-4o,L4,L4_q002_gate_flow_comparison,3256,2,1508,True
sprint1_abstract_v3,b1_sql,gpt-4o,L4,L4_q003_morning_vs_evening_main_entrance,5528,2,1744,True
sprint1_abstract_v3,b1_sql,gpt-4o,L4,L4_q004_keynote_morning_vs_afternoon,3472,2,1715,True
sprint1_abstract_v3,b1_sql,gpt-4o,L4,L4_q005_highest_peak_to_baseline_ratio,5846,2,2054,True
sprint1_abstract_v3,b1_sql,gpt-4o,L4,L4_q006_morning_vs_evening_rush,5734,2,1711,True
sprint1_abstract_v3,b1_sql,gpt-4o,L4,L4_q007_nvidia_vs_intel_booth_attraction,3091,2,1481,True
sprint1_abstract_v3,b1_sql,gpt-4o,L4,L4_q008_keynote_attendance_dropoff,3969,2,1709,True
sprint1_abstract_v3,b1_sql,gpt-4o,L5,L5_q001_summit_day_brief,18953,3,6063,True
sprint1_abstract_v3,b1_sql,gpt-4o,L5,L5_q002_nvidia_booth_timeline,6128,2,2304,True
sprint1_abstract_v3,b1_sql,gpt-4o,L5,L5_q003_staffing_brief,7883,2,2192,False
sprint1_abstract_v3,b1_sql,gpt-4o,L5,L5_q004_security_attention_report,7283,2,2332,True
sprint1_abstract_v3,b1_sql,gpt-4o,L5,L5_q005_keynote_hall_lifecycle,7268,2,2895,True
sprint1_abstract_v3,b1_sql,gpt-4o,L5,L5_q006_how_did_the_day_go,7066,2,4554,False
sprint1_abstract_v3,b1_sql,gpt-4o,L5,L5_q007_security_team_handoff,6618,2,1967,True
sprint1_abstract_v3,b1_sql,gpt-4o,L5,L5_q008_what_should_change,10169,2,2325,False
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L1,L1_q001_car_entry_count_at_gate01,2907,2,1303,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L1,L1_q002_car_entry_count_at_parkinglot,3883,2,1307,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L1,L1_q003_person_entry_at_keynote_door,3175,2,1321,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L1,L1_q004_total_events_in_summit_day,2766,2,1277,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L1,L1_q005_distinct_object_ids_at_main_entrance,3149,2,1365,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L1,L1_q006_active_cameras_during_keynote,3600,2,1337,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L1,L1_q007_cars_into_parking_lot,2758,2,1278,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L1,L1_q008_people_through_main_gate,2751,2,1254,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L1,L1_q009_total_cameras_at_venue,3079,2,1237,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L2,L2_q001_peak_headcount_nvidia_booth,5919,2,1355,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L2,L2_q002_avg_headcount_foodcourt_lunch,4255,2,1381,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L2,L2_q003_avg_confidence_all_events,2610,2,1294,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L2,L2_q004_low_confidence_events_count,3551,2,1292,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L2,L2_q005_net_person_flow_main_entrance,6039,2,1579,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L2,L2_q006_busiest_moment_nvidia,4225,2,1342,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L2,L2_q007_low_confidence_detections,2729,2,1278,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L2,L2_q008_lunch_crowd_food_court,4224,2,1382,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L3,L3_q001_peak_per_booth,3798,2,1449,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L3,L3_q002_event_counts_by_type,3466,2,1405,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L3,L3_q003_hourly_person_entry_main_entrance,14619,3,3712,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L3,L3_q004_avg_headcount_per_crowd_camera,5746,2,1514,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L3,L3_q005_top3_hours_by_crowd_activity,5111,2,1500,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L3,L3_q006_arrival_pattern_main_gate,9204,2,1909,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L3,L3_q007_crowd_hotspots,4533,2,1503,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L3,L3_q008_event_volume_by_hour,7877,2,1844,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L4,L4_q001_compare_booths,7197,2,1844,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L4,L4_q002_gate_flow_comparison,4933,2,1480,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L4,L4_q003_morning_vs_evening_main_entrance,6963,2,1789,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L4,L4_q004_keynote_morning_vs_afternoon,7999,2,1813,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L4,L4_q005_highest_peak_to_baseline_ratio,8799,2,1984,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L4,L4_q006_morning_vs_evening_rush,6131,2,1609,False
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L4,L4_q007_nvidia_vs_intel_booth_attraction,7886,2,1683,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L4,L4_q008_keynote_attendance_dropoff,5429,2,1651,False
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L5,L5_q001_summit_day_brief,13718,2,3378,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L5,L5_q002_nvidia_booth_timeline,7162,2,1732,False
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L5,L5_q003_staffing_brief,8082,2,2018,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L5,L5_q004_security_attention_report,11775,2,2297,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L5,L5_q005_keynote_hall_lifecycle,14743,2,3217,True
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L5,L5_q006_how_did_the_day_go,7474,2,1768,False
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L5,L5_q007_security_team_handoff,7265,2,3554,False
sprint1_abstract_v3,b1_sql,gpt-4o-mini,L5,L5_q008_what_should_change,8894,2,3765,False
sprint2_full,b1_sql,gpt-4o,L1,L1_q001_car_entry_count_at_gate01,2769,2,1310,True
sprint2_full,b1_sql,gpt-4o,L1,L1_q002_car_entry_count_at_parkinglot,2353,2,1312,True
sprint2_full,b1_sql,gpt-4o,L1,L1_q003_person_entry_at_keynote_door,2225,2,1328,True
sprint2_full,b1_sql,gpt-4o,L1,L1_q004_total_events_in_summit_day,2241,2,1281,True
sprint2_full,b1_sql,gpt-4o,L1,L1_q005_distinct_object_ids_at_main_entrance,2583,2,1369,True
sprint2_full,b1_sql,gpt-4o,L1,L1_q006_active_cameras_during_keynote,2379,2,1348,True
sprint2_full,b1_sql,gpt-4o,L1,L1_q007_cars_into_parking_lot,2134,2,1289,True
sprint2_full,b1_sql,gpt-4o,L1,L1_q008_people_through_main_gate,2861,2,1411,True
sprint2_full,b1_sql,gpt-4o,L1,L1_q009_total_cameras_at_venue,2662,2,1241,True
sprint2_full,b1_sql,gpt-4o,L2,L2_q001_peak_headcount_nvidia_booth,2868,2,1425,True
sprint2_full,b1_sql,gpt-4o,L2,L2_q002_avg_headcount_foodcourt_lunch,2662,2,1412,True
sprint2_full,b1_sql,gpt-4o,L2,L2_q003_avg_confidence_all_events,3818,2,1406,True
sprint2_full,b1_sql,gpt-4o,L2,L2_q004_low_confidence_events_count,2355,2,1302,True
sprint2_full,b1_sql,gpt-4o,L2,L2_q005_net_person_flow_main_entrance,2801,2,1438,True
sprint2_full,b1_sql,gpt-4o,L2,L2_q006_busiest_moment_nvidia,3560,2,1506,False
sprint2_full,b1_sql,gpt-4o,L2,L2_q007_low_confidence_detections,2946,2,1382,True
sprint2_full,b1_sql,gpt-4o,L2,L2_q008_lunch_crowd_food_court,3190,2,1471,False
sprint2_full,b1_sql,gpt-4o,L3,L3_q001_peak_per_booth,2482,2,1408,True
sprint2_full,b1_sql,gpt-4o,L3,L3_q002_event_counts_by_type,2483,2,1374,True
sprint2_full,b1_sql,gpt-4o,L3,L3_q003_hourly_person_entry_main_entrance,3936,2,1861,True
sprint2_full,b1_sql,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,4311,2,1623,True
sprint2_full,b1_sql,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,3417,2,1552,True
sprint2_full,b1_sql,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,4457,2,1891,True
sprint2_full,b1_sql,gpt-4o,L3,L3_q007_crowd_hotspots,3688,2,1541,True
sprint2_full,b1_sql,gpt-4o,L3,L3_q008_event_volume_by_hour,4401,2,1666,False
sprint2_full,b1_sql,gpt-4o,L4,L4_q001_compare_booths,3480,2,1564,True
sprint2_full,b1_sql,gpt-4o,L4,L4_q002_gate_flow_comparison,4708,2,1522,True
sprint2_full,b1_sql,gpt-4o,L4,L4_q003_morning_vs_evening_main_entrance,4403,2,1806,True
sprint2_full,b1_sql,gpt-4o,L4,L4_q004_keynote_morning_vs_afternoon,5894,2,1719,True
sprint2_full,b1_sql,gpt-4o,L4,L4_q005_highest_peak_to_baseline_ratio,5633,2,2083,True
sprint2_full,b1_sql,gpt-4o,L4,L4_q006_morning_vs_evening_rush,4608,2,1711,True
sprint2_full,b1_sql,gpt-4o,L4,L4_q007_nvidia_vs_intel_booth_attraction,3477,2,1508,True
sprint2_full,b1_sql,gpt-4o,L4,L4_q008_keynote_attendance_dropoff,4506,2,1708,True
sprint2_full,b1_sql,gpt-4o,L5,L5_q001_summit_day_brief,12667,2,4149,True
sprint2_full,b1_sql,gpt-4o,L5,L5_q002_nvidia_booth_timeline,5754,2,2107,True
sprint2_full,b1_sql,gpt-4o,L5,L5_q003_staffing_brief,7168,2,2192,False
sprint2_full,b1_sql,gpt-4o,L5,L5_q004_security_attention_report,11561,2,2332,True
sprint2_full,b1_sql,gpt-4o,L5,L5_q005_keynote_hall_lifecycle,10095,2,2895,True
sprint2_full,b1_sql,gpt-4o,L5,L5_q006_how_did_the_day_go,7909,2,1919,False
sprint2_full,b1_sql,gpt-4o,L5,L5_q007_security_team_handoff,7968,2,1971,True
sprint2_full,b1_sql,gpt-4o,L5,L5_q008_what_should_change,7688,2,2321,False
sprint2_full,b1_sql,gpt-4o-mini,L1,L1_q001_car_entry_count_at_gate01,3550,2,1303,True
sprint2_full,b1_sql,gpt-4o-mini,L1,L1_q002_car_entry_count_at_parkinglot,2963,2,1307,True
sprint2_full,b1_sql,gpt-4o-mini,L1,L1_q003_person_entry_at_keynote_door,2752,2,1321,True
sprint2_full,b1_sql,gpt-4o-mini,L1,L1_q004_total_events_in_summit_day,2925,2,1277,True
sprint2_full,b1_sql,gpt-4o-mini,L1,L1_q005_distinct_object_ids_at_main_entrance,2919,2,1367,True
sprint2_full,b1_sql,gpt-4o-mini,L1,L1_q006_active_cameras_during_keynote,2585,2,1337,True
sprint2_full,b1_sql,gpt-4o-mini,L1,L1_q007_cars_into_parking_lot,2872,2,1278,True
sprint2_full,b1_sql,gpt-4o-mini,L1,L1_q008_people_through_main_gate,3377,2,1255,True
sprint2_full,b1_sql,gpt-4o-mini,L1,L1_q009_total_cameras_at_venue,2621,2,1233,True
sprint2_full,b1_sql,gpt-4o-mini,L2,L2_q001_peak_headcount_nvidia_booth,3428,2,1358,True
sprint2_full,b1_sql,gpt-4o-mini,L2,L2_q002_avg_headcount_foodcourt_lunch,3838,2,1380,True
sprint2_full,b1_sql,gpt-4o-mini,L2,L2_q003_avg_confidence_all_events,3210,2,1325,True
sprint2_full,b1_sql,gpt-4o-mini,L2,L2_q004_low_confidence_events_count,2900,2,1292,True
sprint2_full,b1_sql,gpt-4o-mini,L2,L2_q005_net_person_flow_main_entrance,3245,2,1432,True
sprint2_full,b1_sql,gpt-4o-mini,L2,L2_q006_busiest_moment_nvidia,3307,2,1342,True
sprint2_full,b1_sql,gpt-4o-mini,L2,L2_q007_low_confidence_detections,2459,2,1278,True
sprint2_full,b1_sql,gpt-4o-mini,L2,L2_q008_lunch_crowd_food_court,3479,2,1382,True
sprint2_full,b1_sql,gpt-4o-mini,L3,L3_q001_peak_per_booth,3220,2,1449,True
sprint2_full,b1_sql,gpt-4o-mini,L3,L3_q002_event_counts_by_type,3432,2,1405,True
sprint2_full,b1_sql,gpt-4o-mini,L3,L3_q003_hourly_person_entry_main_entrance,13634,3,3712,True
sprint2_full,b1_sql,gpt-4o-mini,L3,L3_q004_avg_headcount_per_crowd_camera,4822,2,1514,True
sprint2_full,b1_sql,gpt-4o-mini,L3,L3_q005_top3_hours_by_crowd_activity,4642,2,1500,True
sprint2_full,b1_sql,gpt-4o-mini,L3,L3_q006_arrival_pattern_main_gate,9333,2,1920,True
sprint2_full,b1_sql,gpt-4o-mini,L3,L3_q007_crowd_hotspots,4902,2,1504,True
sprint2_full,b1_sql,gpt-4o-mini,L3,L3_q008_event_volume_by_hour,8096,2,1844,True
sprint2_full,b1_sql,gpt-4o-mini,L4,L4_q001_compare_booths,6044,2,1731,True
sprint2_full,b1_sql,gpt-4o-mini,L4,L4_q002_gate_flow_comparison,4300,2,1497,False
sprint2_full,b1_sql,gpt-4o-mini,L4,L4_q003_morning_vs_evening_main_entrance,6550,2,1773,True
sprint2_full,b1_sql,gpt-4o-mini,L4,L4_q004_keynote_morning_vs_afternoon,5733,2,1728,True
sprint2_full,b1_sql,gpt-4o-mini,L4,L4_q005_highest_peak_to_baseline_ratio,10241,2,2031,True
sprint2_full,b1_sql,gpt-4o-mini,L4,L4_q006_morning_vs_evening_rush,5527,2,1613,False
sprint2_full,b1_sql,gpt-4o-mini,L4,L4_q007_nvidia_vs_intel_booth_attraction,7269,2,1625,True
sprint2_full,b1_sql,gpt-4o-mini,L4,L4_q008_keynote_attendance_dropoff,4813,2,1667,True
sprint2_full,b1_sql,gpt-4o-mini,L5,L5_q001_summit_day_brief,18896,2,3436,True
sprint2_full,b1_sql,gpt-4o-mini,L5,L5_q002_nvidia_booth_timeline,5621,2,1736,False
sprint2_full,b1_sql,gpt-4o-mini,L5,L5_q003_staffing_brief,9319,2,2018,True
sprint2_full,b1_sql,gpt-4o-mini,L5,L5_q004_security_attention_report,11776,2,2312,True
sprint2_full,b1_sql,gpt-4o-mini,L5,L5_q005_keynote_hall_lifecycle,8285,1,1406,
sprint2_full,b1_sql,gpt-4o-mini,L5,L5_q006_how_did_the_day_go,8396,2,4234,False
sprint2_full,b1_sql,gpt-4o-mini,L5,L5_q007_security_team_handoff,8240,2,3583,False
sprint2_full,b1_sql,gpt-4o-mini,L5,L5_q008_what_should_change,8992,2,3760,True
sprint2_full,b2_rag_community,gpt-4o,L1,L1_q001_car_entry_count_at_gate01,2047,1,818,False
sprint2_full,b2_rag_community,gpt-4o,L1,L1_q002_car_entry_count_at_parkinglot,2201,1,825,False
sprint2_full,b2_rag_community,gpt-4o,L1,L1_q003_person_entry_at_keynote_door,2252,1,858,False
sprint2_full,b2_rag_community,gpt-4o,L1,L1_q004_total_events_in_summit_day,2054,1,894,False
sprint2_full,b2_rag_community,gpt-4o,L1,L1_q005_distinct_object_ids_at_main_entrance,1654,1,833,False
sprint2_full,b2_rag_community,gpt-4o,L1,L1_q006_active_cameras_during_keynote,4293,1,903,True
sprint2_full,b2_rag_community,gpt-4o,L1,L1_q007_cars_into_parking_lot,3174,1,790,False
sprint2_full,b2_rag_community,gpt-4o,L1,L1_q008_people_through_main_gate,1834,1,869,False
sprint2_full,b2_rag_community,gpt-4o,L1,L1_q009_total_cameras_at_venue,2810,1,861,False
sprint2_full,b2_rag_community,gpt-4o,L2,L2_q001_peak_headcount_nvidia_booth,2463,1,839,False
sprint2_full,b2_rag_community,gpt-4o,L2,L2_q002_avg_headcount_foodcourt_lunch,1326,1,858,False
sprint2_full,b2_rag_community,gpt-4o,L2,L2_q003_avg_confidence_all_events,1810,1,815,False
sprint2_full,b2_rag_community,gpt-4o,L2,L2_q004_low_confidence_events_count,2311,1,813,False
sprint2_full,b2_rag_community,gpt-4o,L2,L2_q005_net_person_flow_main_entrance,1739,1,887,False
sprint2_full,b2_rag_community,gpt-4o,L2,L2_q006_busiest_moment_nvidia,1677,1,824,False
sprint2_full,b2_rag_community,gpt-4o,L2,L2_q007_low_confidence_detections,1510,1,775,False
sprint2_full,b2_rag_community,gpt-4o,L2,L2_q008_lunch_crowd_food_court,1866,1,834,False
sprint2_full,b2_rag_community,gpt-4o,L3,L3_q001_peak_per_booth,1757,1,850,False
sprint2_full,b2_rag_community,gpt-4o,L3,L3_q002_event_counts_by_type,3532,1,917,False
sprint2_full,b2_rag_community,gpt-4o,L3,L3_q003_hourly_person_entry_main_entrance,2155,1,872,False
sprint2_full,b2_rag_community,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,3591,1,885,False
sprint2_full,b2_rag_community,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,1959,1,842,False
sprint2_full,b2_rag_community,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,2081,1,849,False
sprint2_full,b2_rag_community,gpt-4o,L3,L3_q007_crowd_hotspots,3612,1,928,False
sprint2_full,b2_rag_community,gpt-4o,L3,L3_q008_event_volume_by_hour,3195,1,886,False
sprint2_full,b2_rag_community,gpt-4o,L4,L4_q001_compare_booths,2251,1,890,False
sprint2_full,b2_rag_community,gpt-4o,L4,L4_q002_gate_flow_comparison,2251,1,902,False
sprint2_full,b2_rag_community,gpt-4o,L4,L4_q003_morning_vs_evening_main_entrance,2969,1,908,False
sprint2_full,b2_rag_community,gpt-4o,L4,L4_q004_keynote_morning_vs_afternoon,1843,1,912,False
sprint2_full,b2_rag_community,gpt-4o,L4,L4_q005_highest_peak_to_baseline_ratio,2766,1,970,True
sprint2_full,b2_rag_community,gpt-4o,L4,L4_q006_morning_vs_evening_rush,4815,1,835,False
sprint2_full,b2_rag_community,gpt-4o,L4,L4_q007_nvidia_vs_intel_booth_attraction,2351,1,857,True
sprint2_full,b2_rag_community,gpt-4o,L4,L4_q008_keynote_attendance_dropoff,2858,1,857,True
sprint2_full,b2_rag_community,gpt-4o,L5,L5_q001_summit_day_brief,3378,1,1051,False
sprint2_full,b2_rag_community,gpt-4o,L5,L5_q002_nvidia_booth_timeline,2563,1,889,False
sprint2_full,b2_rag_community,gpt-4o,L5,L5_q003_staffing_brief,6960,1,1126,False
sprint2_full,b2_rag_community,gpt-4o,L5,L5_q004_security_attention_report,12020,1,1008,True
sprint2_full,b2_rag_community,gpt-4o,L5,L5_q005_keynote_hall_lifecycle,2534,1,1059,True
sprint2_full,b2_rag_community,gpt-4o,L5,L5_q006_how_did_the_day_go,3685,1,937,False
sprint2_full,b2_rag_community,gpt-4o,L5,L5_q007_security_team_handoff,2150,1,844,False
sprint2_full,b2_rag_community,gpt-4o,L5,L5_q008_what_should_change,3701,1,964,False
sprint2_full,b2_rag_community,gpt-4o-mini,L1,L1_q001_car_entry_count_at_gate01,2080,1,831,False
sprint2_full,b2_rag_community,gpt-4o-mini,L1,L1_q002_car_entry_count_at_parkinglot,2148,1,837,False
sprint2_full,b2_rag_community,gpt-4o-mini,L1,L1_q003_person_entry_at_keynote_door,1916,1,860,False
sprint2_full,b2_rag_community,gpt-4o-mini,L1,L1_q004_total_events_in_summit_day,2898,1,935,False
sprint2_full,b2_rag_community,gpt-4o-mini,L1,L1_q005_distinct_object_ids_at_main_entrance,1495,1,862,False
sprint2_full,b2_rag_community,gpt-4o-mini,L1,L1_q006_active_cameras_during_keynote,2568,1,946,True
sprint2_full,b2_rag_community,gpt-4o-mini,L1,L1_q007_cars_into_parking_lot,3215,1,790,False
sprint2_full,b2_rag_community,gpt-4o-mini,L1,L1_q008_people_through_main_gate,2465,1,880,False
sprint2_full,b2_rag_community,gpt-4o-mini,L1,L1_q009_total_cameras_at_venue,2307,1,853,False
sprint2_full,b2_rag_community,gpt-4o-mini,L2,L2_q001_peak_headcount_nvidia_booth,3987,1,861,False
sprint2_full,b2_rag_community,gpt-4o-mini,L2,L2_q002_avg_headcount_foodcourt_lunch,2776,1,892,False
sprint2_full,b2_rag_community,gpt-4o-mini,L2,L2_q003_avg_confidence_all_events,4071,1,875,False
sprint2_full,b2_rag_community,gpt-4o-mini,L2,L2_q004_low_confidence_events_count,4174,1,861,False
sprint2_full,b2_rag_community,gpt-4o-mini,L2,L2_q005_net_person_flow_main_entrance,2167,1,876,False
sprint2_full,b2_rag_community,gpt-4o-mini,L2,L2_q006_busiest_moment_nvidia,2034,1,843,False
sprint2_full,b2_rag_community,gpt-4o-mini,L2,L2_q007_low_confidence_detections,2486,1,790,False
sprint2_full,b2_rag_community,gpt-4o-mini,L2,L2_q008_lunch_crowd_food_court,4255,1,863,False
sprint2_full,b2_rag_community,gpt-4o-mini,L3,L3_q001_peak_per_booth,3088,1,897,False
sprint2_full,b2_rag_community,gpt-4o-mini,L3,L3_q002_event_counts_by_type,2444,1,852,False
sprint2_full,b2_rag_community,gpt-4o-mini,L3,L3_q003_hourly_person_entry_main_entrance,2135,1,878,False
sprint2_full,b2_rag_community,gpt-4o-mini,L3,L3_q004_avg_headcount_per_crowd_camera,3296,1,925,False
sprint2_full,b2_rag_community,gpt-4o-mini,L3,L3_q005_top3_hours_by_crowd_activity,3073,1,891,False
sprint2_full,b2_rag_community,gpt-4o-mini,L3,L3_q006_arrival_pattern_main_gate,3114,1,879,False
sprint2_full,b2_rag_community,gpt-4o-mini,L3,L3_q007_crowd_hotspots,3783,1,938,False
sprint2_full,b2_rag_community,gpt-4o-mini,L3,L3_q008_event_volume_by_hour,2623,1,905,False
sprint2_full,b2_rag_community,gpt-4o-mini,L4,L4_q001_compare_booths,3075,1,900,False
sprint2_full,b2_rag_community,gpt-4o-mini,L4,L4_q002_gate_flow_comparison,2251,1,894,False
sprint2_full,b2_rag_community,gpt-4o-mini,L4,L4_q003_morning_vs_evening_main_entrance,2357,1,909,False
sprint2_full,b2_rag_community,gpt-4o-mini,L4,L4_q004_keynote_morning_vs_afternoon,3482,1,951,True
sprint2_full,b2_rag_community,gpt-4o-mini,L4,L4_q005_highest_peak_to_baseline_ratio,3477,1,989,False
sprint2_full,b2_rag_community,gpt-4o-mini,L4,L4_q006_morning_vs_evening_rush,3378,1,918,False
sprint2_full,b2_rag_community,gpt-4o-mini,L4,L4_q007_nvidia_vs_intel_booth_attraction,2624,1,850,True
sprint2_full,b2_rag_community,gpt-4o-mini,L4,L4_q008_keynote_attendance_dropoff,2248,1,885,True
sprint2_full,b2_rag_community,gpt-4o-mini,L5,L5_q001_summit_day_brief,5938,1,1067,False
sprint2_full,b2_rag_community,gpt-4o-mini,L5,L5_q002_nvidia_booth_timeline,3276,1,954,False
sprint2_full,b2_rag_community,gpt-4o-mini,L5,L5_q003_staffing_brief,5283,1,1031,True
sprint2_full,b2_rag_community,gpt-4o-mini,L5,L5_q004_security_attention_report,5725,1,1078,False
sprint2_full,b2_rag_community,gpt-4o-mini,L5,L5_q005_keynote_hall_lifecycle,4294,1,1058,False
sprint2_full,b2_rag_community,gpt-4o-mini,L5,L5_q006_how_did_the_day_go,4189,1,938,False
sprint2_full,b2_rag_community,gpt-4o-mini,L5,L5_q007_security_team_handoff,4299,1,895,False
sprint2_full,b2_rag_community,gpt-4o-mini,L5,L5_q008_what_should_change,6125,1,1020,False
sprint2_full,b2_rag_cypher,gpt-4o,L1,L1_q001_car_entry_count_at_gate01,2559,2,1353,False
sprint2_full,b2_rag_cypher,gpt-4o,L1,L1_q002_car_entry_count_at_parkinglot,2868,2,1361,True
sprint2_full,b2_rag_cypher,gpt-4o,L1,L1_q003_person_entry_at_keynote_door,2285,2,1371,True
sprint2_full,b2_rag_cypher,gpt-4o,L1,L1_q004_total_events_in_summit_day,1946,2,1316,False
sprint2_full,b2_rag_cypher,gpt-4o,L1,L1_q005_distinct_object_ids_at_main_entrance,2404,2,1388,True
sprint2_full,b2_rag_cypher,gpt-4o,L1,L1_q006_active_cameras_during_keynote,2379,2,1367,False
sprint2_full,b2_rag_cypher,gpt-4o,L1,L1_q007_cars_into_parking_lot,3019,2,1346,False
sprint2_full,b2_rag_cypher,gpt-4o,L1,L1_q008_people_through_main_gate,2867,2,1379,True
sprint2_full,b2_rag_cypher,gpt-4o,L1,L1_q009_total_cameras_at_venue,6762,2,1192,True
sprint2_full,b2_rag_cypher,gpt-4o,L2,L2_q001_peak_headcount_nvidia_booth,2559,2,1347,True
