approach,model,level,question_id,scoring,invocation_status,passed,detail
b2_rag_community,gpt-4o,L1,L1_q013_total_car_entries,exact_numeric,ok,False,expected=419.0 got=382.0
b2_rag_hybrid,gpt-4o,L1,L1_q013_total_car_entries,exact_numeric,ok,True,match
b2_rag_cypher,gpt-4o,L1,L1_q014_people_at_intel_booth,exact_numeric,ok,True,match
b2_rag_community,gpt-4o,L1,L1_q014_people_at_intel_booth,exact_numeric,ok,False,expected=0.0 got=169.0
b2_rag_hybrid,gpt-4o,L1,L1_q014_people_at_intel_booth,exact_numeric,ok,True,match
b2_rag_cypher,gpt-4o,L1,L1_q015_food_court_crowd_readings,exact_numeric,ok,False,no_number_in_answer
b2_rag_community,gpt-4o,L1,L1_q015_food_court_crowd_readings,exact_numeric,ok,False,no_number_in_answer
b2_rag_hybrid,gpt-4o,L1,L1_q015_food_court_crowd_readings,exact_numeric,ok,False,expected=86400.0 got=0.0
b2_rag_cypher,gpt-4o,L1,L1_q016_keynote_door_total_flow,exact_numeric,ok,False,expected=1596.0 got=0.0
b2_rag_community,gpt-4o,L1,L1_q016_keynote_door_total_flow,exact_numeric,ok,False,expected=1596.0 got=1365.0
b2_rag_hybrid,gpt-4o,L1,L1_q016_keynote_door_total_flow,exact_numeric,ok,False,expected=1596.0 got=8.0
b2_rag_cypher,gpt-4o,L2,L2_q001_peak_headcount_nvidia_booth,numeric_tolerance_1pct,ok,True,within_1pct (expected=86.0 got=86.0)
b2_rag_community,gpt-4o,L2,L2_q001_peak_headcount_nvidia_booth,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=86.0 got=8.0)
b2_rag_hybrid,gpt-4o,L2,L2_q001_peak_headcount_nvidia_booth,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=86.0 got=8.0)
b2_rag_cypher,gpt-4o,L2,L2_q002_avg_headcount_foodcourt_lunch,numeric_tolerance_1pct,ok,True,within_1pct (expected=120.01 got=120.01)
b2_rag_community,gpt-4o,L2,L2_q002_avg_headcount_foodcourt_lunch,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=8.0)
b2_rag_hybrid,gpt-4o,L2,L2_q002_avg_headcount_foodcourt_lunch,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=8.0)
b2_rag_cypher,gpt-4o,L2,L2_q003_avg_confidence_all_events,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=0.9 got=0.91)
b2_rag_community,gpt-4o,L2,L2_q003_avg_confidence_all_events,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=0.9 got=8.0)
b2_rag_hybrid,gpt-4o,L2,L2_q003_avg_confidence_all_events,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=0.9 got=8.0)
b2_rag_cypher,gpt-4o,L2,L2_q004_low_confidence_events_count,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=231.0)
b2_rag_community,gpt-4o,L2,L2_q004_low_confidence_events_count,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=8.0)
b2_rag_hybrid,gpt-4o,L2,L2_q004_low_confidence_events_count,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=8.0)
b2_rag_cypher,gpt-4o,L2,L2_q005_net_person_flow_main_entrance,numeric_tolerance_1pct,error,,error
b2_rag_community,gpt-4o,L2,L2_q005_net_person_flow_main_entrance,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=179.0 got=8.0)
b2_rag_hybrid,gpt-4o,L2,L2_q005_net_person_flow_main_entrance,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=179.0 got=8.0)
b2_rag_cypher,gpt-4o,L2,L2_q006_busiest_moment_nvidia,numeric_tolerance_1pct,ok,True,within_1pct (expected=86.0 got=86.0)
b2_rag_community,gpt-4o,L2,L2_q006_busiest_moment_nvidia,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=86.0 got=500.0)
b2_rag_hybrid,gpt-4o,L2,L2_q006_busiest_moment_nvidia,numeric_tolerance_1pct,ok,True,within_1pct (expected=86.0 got=86.0)
b2_rag_cypher,gpt-4o,L2,L2_q007_low_confidence_detections,numeric_tolerance_1pct,ok,True,within_1pct (expected=30467.0 got=30467.0)
b2_rag_community,gpt-4o,L2,L2_q007_low_confidence_detections,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=30467.0 got=85.0)
b2_rag_hybrid,gpt-4o,L2,L2_q007_low_confidence_detections,numeric_tolerance_1pct,ok,True,within_1pct (expected=30467.0 got=30467.0)
b2_rag_cypher,gpt-4o,L2,L2_q008_lunch_crowd_food_court,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=81.87)
b2_rag_community,gpt-4o,L2,L2_q008_lunch_crowd_food_court,numeric_tolerance_1pct,ok,False,no_number_in_answer
b2_rag_hybrid,gpt-4o,L2,L2_q008_lunch_crowd_food_court,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=120.01 got=81.87)
b2_rag_cypher,gpt-4o,L2,L2_q009_min_crowd_keynote,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=0.0 got=8.0)
b2_rag_community,gpt-4o,L2,L2_q009_min_crowd_keynote,numeric_tolerance_1pct,ok,False,no_number_in_answer
b2_rag_hybrid,gpt-4o,L2,L2_q009_min_crowd_keynote,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=0.0 got=8.0)
b2_rag_cypher,gpt-4o,L2,L2_q010_peak_expo_floor,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=209.0 got=500.0)
b2_rag_community,gpt-4o,L2,L2_q010_peak_expo_floor,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=209.0 got=500.0)
b2_rag_hybrid,gpt-4o,L2,L2_q010_peak_expo_floor,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=209.0 got=500.0)
b2_rag_cypher,gpt-4o,L2,L2_q011_avg_confidence_entries,numeric_tolerance_1pct,ok,True,within_1pct (expected=0.92 got=0.9150881776616587)
b2_rag_community,gpt-4o,L2,L2_q011_avg_confidence_entries,numeric_tolerance_1pct,ok,False,no_number_in_answer
b2_rag_hybrid,gpt-4o,L2,L2_q011_avg_confidence_entries,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=0.92 got=91.51)
b2_rag_cypher,gpt-4o,L2,L2_q012_evening_crowd_food,numeric_tolerance_1pct,ok,True,within_1pct (expected=99.96 got=100.1)
b2_rag_community,gpt-4o,L2,L2_q012_evening_crowd_food,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=99.96 got=5.0)
b2_rag_hybrid,gpt-4o,L2,L2_q012_evening_crowd_food,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=99.96 got=5.0)
b2_rag_cypher,gpt-4o,L2,L2_q013_max_people_one_hour_gate,numeric_tolerance_1pct,ok,True,within_1pct (expected=334.0 got=334.0)
b2_rag_community,gpt-4o,L2,L2_q013_max_people_one_hour_gate,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=334.0 got=437.0)
b2_rag_hybrid,gpt-4o,L2,L2_q013_max_people_one_hour_gate,numeric_tolerance_1pct,ok,True,within_1pct (expected=334.0 got=334.0)
b2_rag_cypher,gpt-4o,L2,L2_q014_avg_intel_crowd,numeric_tolerance_1pct,ok,True,within_1pct (expected=10.65 got=10.65)
b2_rag_community,gpt-4o,L2,L2_q014_avg_intel_crowd,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=10.65 got=500.0)
b2_rag_hybrid,gpt-4o,L2,L2_q014_avg_intel_crowd,numeric_tolerance_1pct,ok,True,within_1pct (expected=10.65 got=10.65)
b2_rag_cypher,gpt-4o,L2,L2_q015_total_people_entered_venue,numeric_tolerance_1pct,ok,True,within_1pct (expected=2601.0 got=2601.0)
b2_rag_community,gpt-4o,L2,L2_q015_total_people_entered_venue,numeric_tolerance_1pct,ok,False,exceeds_1pct (expected=2601.0 got=2226.0)
b2_rag_hybrid,gpt-4o,L2,L2_q015_total_people_entered_venue,numeric_tolerance_1pct,ok,True,within_1pct (expected=2601.0 got=2601.0)
b2_rag_cypher,gpt-4o,L3,L3_q001_peak_per_booth,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=2)
b2_rag_community,gpt-4o,L3,L3_q001_peak_per_booth,set_match_with_tolerance,ok,False,"missing_numbers=[53.0, 86.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q001_peak_per_booth,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=2)
b2_rag_cypher,gpt-4o,L3,L3_q002_event_counts_by_type,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_community,gpt-4o,L3,L3_q002_event_counts_by_type,set_match_with_tolerance,ok,False,"missing_keys=['car_entry', 'car_exit', 'crowd', 'person_entry', 'person_exit'] missing_numbers=[419.0, 427.0, 432000.0, 2601.0, 2493.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q002_event_counts_by_type,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_cypher,gpt-4o,L3,L3_q003_hourly_person_entry_main_entrance,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b2_rag_community,gpt-4o,L3,L3_q003_hourly_person_entry_main_entrance,set_match_with_tolerance,ok,False,"missing_keys=['06', '10', '11', '13', '14'] missing_numbers=[13.0, 18.0, 15.0, 10.0, 7.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q003_hourly_person_entry_main_entrance,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=24)
b2_rag_cypher,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_community,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,set_match_with_tolerance,ok,False,"missing_numbers=[10.65, 15.52, 49.36, 23.07, 57.4]"
b2_rag_hybrid,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_cypher,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,False,"missing_numbers=[2365493.0, 2059433.0, 1685871.0]"
b2_rag_community,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,False,"missing_keys=['14'] missing_numbers=[2365493.0, 2059433.0, 1685871.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,set_match_with_tolerance,ok,False,"missing_numbers=[2365493.0, 2059433.0, 1685871.0]"
b2_rag_cypher,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,set_match_with_tolerance,ok,False,"missing_keys=['12', '13', '14', '15', '16'] missing_numbers=[13.0, 12.0, 15.0, 10.0, 7.0]"
b2_rag_community,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,set_match_with_tolerance,ok,False,"missing_keys=['03', '06', '10', '11', '13'] missing_numbers=[13.0, 18.0, 15.0, 10.0, 7.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,set_match_with_tolerance,ok,False,"missing_keys=['10', '13', '14', '16', '18'] missing_numbers=[13.0, 18.0, 15.0, 10.0, 7.0]"
b2_rag_cypher,gpt-4o,L3,L3_q007_crowd_hotspots,set_match_with_tolerance,ok,False,"missing_keys=['KeynoteHall_Stage', 'ExpoFloor_MainAisle', 'FoodCourt_North', 'DemoBooth_NVIDIA', 'DemoBooth_Intel']"
b2_rag_community,gpt-4o,L3,L3_q007_crowd_hotspots,set_match_with_tolerance,ok,False,"missing_keys=['KeynoteHall_Stage', 'ExpoFloor_MainAisle', 'FoodCourt_North', 'DemoBooth_NVIDIA', 'DemoBooth_Intel'] missing_numbers=[57.4, 49.36, 23.07, 15.52, 10.65]"
b2_rag_hybrid,gpt-4o,L3,L3_q007_crowd_hotspots,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_cypher,gpt-4o,L3,L3_q008_event_volume_by_hour,set_match_with_tolerance,ok,False,"missing_keys=['06', '10', '11', '12', '14'] missing_numbers=[19003.0, 18807.0, 18792.0]"
b2_rag_community,gpt-4o,L3,L3_q008_event_volume_by_hour,set_match_with_tolerance,ok,False,"missing_keys=['04', '10', '11', '14', '17'] missing_numbers=[18040.0, 18039.0, 18029.0, 18032.0, 18036.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q008_event_volume_by_hour,set_match_with_tolerance,ok,False,"missing_keys=['03', '06', '10', '11', '13'] missing_numbers=[18358.0, 19003.0, 18323.0, 18397.0, 18440.0]"
b2_rag_cypher,gpt-4o,L3,L3_q009_crowd_surge_timeline,set_match_with_tolerance,ok,False,"missing_keys=['01', '03', '04', '06', '07'] missing_numbers=[7.0, 7.3, 7.1, 7.2, 7.0]"
b2_rag_community,gpt-4o,L3,L3_q009_crowd_surge_timeline,set_match_with_tolerance,ok,False,"missing_keys=['02', '04', '07', '10', '11'] missing_numbers=[7.0, 7.3, 7.1, 7.2, 7.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q009_crowd_surge_timeline,set_match_with_tolerance,ok,False,"missing_keys=['02', '04', '10', '11', '14'] missing_numbers=[7.0, 7.3, 7.1, 7.2, 7.0]"
b2_rag_cypher,gpt-4o,L3,L3_q010_entry_exit_balance,set_match_with_tolerance,ok,False,"missing_numbers=[1569.0, 1382.0, 669.0, 724.0]"
b2_rag_community,gpt-4o,L3,L3_q010_entry_exit_balance,set_match_with_tolerance,ok,False,"missing_numbers=[1569.0, 1382.0, 669.0, 724.0, 782.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q010_entry_exit_balance,set_match_with_tolerance,ok,False,"missing_numbers=[1569.0, 1382.0, 669.0, 724.0]"
b2_rag_cypher,gpt-4o,L3,L3_q011_busiest_camera_per_hour,set_match_with_tolerance,ok,False,"missing_keys=['21', '22']"
b2_rag_community,gpt-4o,L3,L3_q011_busiest_camera_per_hour,set_match_with_tolerance,ok,False,"missing_keys=['00', 'KeynoteHall_Stage', '01', 'KeynoteHall_Stage', '02'] missing_numbers=[7.0, 7.3, 7.1, 7.2, 7.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q011_busiest_camera_per_hour,set_match_with_tolerance,ok,False,"missing_keys=['KeynoteHall_Stage', 'KeynoteHall_Stage', 'KeynoteHall_Stage', 'KeynoteHall_Stage', 'KeynoteHall_Stage'] missing_numbers=[160.0, 160.0, 100.1, 99.8]"
b2_rag_cypher,gpt-4o,L3,L3_q012_car_traffic_by_hour,set_match_with_tolerance,ok,False,"missing_keys=['car_exit', '01', 'car_exit', 'car_entry', 'car_exit'] missing_numbers=[4.0, 4.0, 1.0, 2.0, 2.0]"
b2_rag_community,gpt-4o,L3,L3_q012_car_traffic_by_hour,set_match_with_tolerance,ok,False,"missing_keys=['car_exit', 'car_exit', 'car_entry', 'car_exit', 'car_entry'] missing_numbers=[1.0, 1.0, 1.0, 107.0, 97.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q012_car_traffic_by_hour,set_match_with_tolerance,ok,False,"missing_keys=['car_exit', 'car_exit', 'car_entry', 'car_exit', 'car_entry'] missing_numbers=[1.0, 1.0, 3.0, 1.0, 107.0]"
b2_rag_cypher,gpt-4o,L3,L3_q013_nvidia_hourly_crowd,set_match_with_tolerance,ok,False,"missing_keys=['09', '12', '13', '14', '17'] missing_numbers=[45.0]"
b2_rag_community,gpt-4o,L3,L3_q013_nvidia_hourly_crowd,set_match_with_tolerance,ok,False,"missing_keys=['00', '01', '02', '03', '04'] missing_numbers=[3.5, 3.5, 3.5, 3.5, 3.6]"
b2_rag_hybrid,gpt-4o,L3,L3_q013_nvidia_hourly_crowd,set_match_with_tolerance,ok,False,"missing_keys=['13', '14', '17', '18', '21'] missing_numbers=[45.0]"
b2_rag_cypher,gpt-4o,L3,L3_q014_all_gates_person_flow,set_match_with_tolerance,ok,False,"missing_keys=['person_entry', 'person_exit', 'person_entry', 'person_exit', 'person_entry']"
b2_rag_community,gpt-4o,L3,L3_q014_all_gates_person_flow,set_match_with_tolerance,ok,False,"missing_keys=['person_entry', 'person_exit', 'person_entry', 'person_exit', 'KeynoteHall_DoorA'] missing_numbers=[1531.0, 1352.0, 288.0, 327.0, 782.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q014_all_gates_person_flow,set_match_with_tolerance,ok,False,"missing_keys=['person_entry', 'person_exit', 'person_entry', 'person_exit', 'person_entry']"
b2_rag_cypher,gpt-4o,L3,L3_q015_peak_crowd_each_location,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_community,gpt-4o,L3,L3_q015_peak_crowd_each_location,set_match_with_tolerance,ok,False,"missing_numbers=[209.0, 146.0, 86.0, 53.0]"
b2_rag_hybrid,gpt-4o,L3,L3_q015_peak_crowd_each_location,set_match_with_tolerance,ok,True,all_keys_and_values_matched (rows=5)
b2_rag_cypher,gpt-4o,L4,L4_q001_compare_booths,structured_facts,ok,True,all_2_facts_satisfied
b2_rag_community,gpt-4o,L4,L4_q001_compare_booths,structured_facts,ok,False,"missing=['average_headcount_ratio_nvidia_over_intel=1.4+-0.4_no_match (numbers_seen=[8.0, 2025.0])']"
b2_rag_hybrid,gpt-4o,L4,L4_q001_compare_booths,structured_facts,ok,True,all_2_facts_satisfied
b2_rag_cypher,gpt-4o,L4,L4_q002_gate_flow_comparison,structured_facts,ok,False,missing=['gate_parkinglot_flow_approx=620.0+-150.0_no_match (numbers_seen=[2883.0])']
b2_rag_community,gpt-4o,L4,L4_q002_gate_flow_comparison,structured_facts,ok,False,"missing=['gate_mainentrance_flow_approx=2900.0+-400.0_no_match (numbers_seen=[8.0, 2025.0, 930.0, 454.0, 476.0])']"
b2_rag_hybrid,gpt-4o,L4,L4_q002_gate_flow_comparison,structured_facts,ok,True,all_3_facts_satisfied
b2_rag_cypher,gpt-4o,L4,L4_q003_morning_vs_evening_main_entrance,structured_facts,ok,True,all_3_facts_satisfied
b2_rag_community,gpt-4o,L4,L4_q003_morning_vs_evening_main_entrance,structured_facts,ok,False,"missing=['morning_total_approx=1200.0+-250.0_no_match (numbers_seen=[8.0, 2025.0, 920.0, 470.0, 450.0])']"
b2_rag_hybrid,gpt-4o,L4,L4_q003_morning_vs_evening_main_entrance,structured_facts,ok,True,all_3_facts_satisfied
b2_rag_cypher,gpt-4o,L4,L4_q004_keynote_morning_vs_afternoon,structured_facts,ok,True,all_3_facts_satisfied
b2_rag_community,gpt-4o,L4,L4_q004_keynote_morning_vs_afternoon,structured_facts,ok,False,"missing=['morning_keynote_avg_approx=450.0+-80.0_no_match (numbers_seen=[8.0, 2025.0])', 'afternoon_keynote_avg_approx=400.0+-80.0_no_match (numbers_seen=[8.0, 2025.0])']"
b2_rag_hybrid,gpt-4o,L4,L4_q004_keynote_morning_vs_afternoon,structured_facts,ok,True,all_3_facts_satisfied
b2_rag_cypher,gpt-4o,L4,L4_q005_highest_peak_to_baseline_ratio,structured_facts,ok,True,all_1_facts_satisfied
b2_rag_community,gpt-4o,L4,L4_q005_highest_peak_to_baseline_ratio,structured_facts,ok,False,"missing=[""most_extreme_location='KeynoteHall_Stage'_not_mentioned""]"
b2_rag_hybrid,gpt-4o,L4,L4_q005_highest_peak_to_baseline_ratio,structured_facts,ok,True,all_1_facts_satisfied
b2_rag_cypher,gpt-4o,L4,L4_q006_morning_vs_evening_rush,structured_facts,ok,True,all_3_facts_satisfied
b2_rag_community,gpt-4o,L4,L4_q006_morning_vs_evening_rush,structured_facts,ok,False,"missing=['morning_total_approx=1200.0+-250.0_no_match (numbers_seen=[470.0, 450.0, 920.0, 16.0, 11.0])']"
b2_rag_hybrid,gpt-4o,L4,L4_q006_morning_vs_evening_rush,structured_facts,ok,True,all_3_facts_satisfied
b2_rag_cypher,gpt-4o,L4,L4_q007_nvidia_vs_intel_booth_attraction,structured_facts,ok,True,all_2_facts_satisfied
b2_rag_community,gpt-4o,L4,L4_q007_nvidia_vs_intel_booth_attraction,structured_facts,ok,True,all_2_facts_satisfied
b2_rag_hybrid,gpt-4o,L4,L4_q007_nvidia_vs_intel_booth_attraction,structured_facts,ok,True,all_2_facts_satisfied
b2_rag_cypher,gpt-4o,L4,L4_q008_keynote_attendance_dropoff,structured_facts,ok,False,"missing=[""trend_keyword_a='morning'_not_mentioned"", ""trend_keyword_b='afternoon'_not_mentioned""]"
b2_rag_community,gpt-4o,L4,L4_q008_keynote_attendance_dropoff,structured_facts,ok,True,all_2_facts_satisfied
b2_rag_hybrid,gpt-4o,L4,L4_q008_keynote_attendance_dropoff,structured_facts,ok,True,all_2_facts_satisfied
b2_rag_cypher,gpt-4o,L4,L4_q009_object_tracking_cross_camera,exact_numeric,ok,False,expected=1564.0 got=1596.0
b2_rag_community,gpt-4o,L4,L4_q009_object_tracking_cross_camera,exact_numeric,ok,False,expected=1564.0 got=8.0
b2_rag_hybrid,gpt-4o,L4,L4_q009_object_tracking_cross_camera,exact_numeric,ok,False,expected=1564.0 got=1596.0
b2_rag_cypher,gpt-4o,L4,L4_q010_camera_correlation,structured_facts,ok,True,all_1_facts_satisfied
b2_rag_community,gpt-4o,L4,L4_q010_camera_correlation,structured_facts,ok,False,"missing=[""most_similar_pair_includes='DemoBooth'_not_mentioned""]"
b2_rag_hybrid,gpt-4o,L4,L4_q010_camera_correlation,structured_facts,error,False,"missing=[""most_similar_pair_includes='DemoBooth'_not_mentioned""]"
b2_rag_cypher,gpt-4o,L4,L4_q011_people_flow_gate_to_keynote,structured_facts,ok,False,"missing=[""main_entrance_mentioned='Gate_MainEntrance'_not_mentioned""]"
b2_rag_community,gpt-4o,L4,L4_q011_people_flow_gate_to_keynote,structured_facts,ok,False,"missing=[""overlap_exists='yes'_not_mentioned""]"
b2_rag_hybrid,gpt-4o,L4,L4_q011_people_flow_gate_to_keynote,structured_facts,ok,False,"missing=[""overlap_exists='yes'_not_mentioned"", ""main_entrance_mentioned='Gate_MainEntrance'_not_mentioned""]"
b2_rag_cypher,gpt-4o,L4,L4_q012_crowd_before_after_keynote,structured_facts,ok,True,all_2_facts_satisfied
b2_rag_community,gpt-4o,L4,L4_q012_crowd_before_after_keynote,structured_facts,ok,True,all_2_facts_satisfied
b2_rag_hybrid,gpt-4o,L4,L4_q012_crowd_before_after_keynote,structured_facts,ok,True,all_2_facts_satisfied
b2_rag_cypher,gpt-4o,L4,L4_q013_food_court_vs_expo_lunch,structured_facts,ok,True,all_2_facts_satisfied
b2_rag_community,gpt-4o,L4,L4_q013_food_court_vs_expo_lunch,structured_facts,ok,True,all_2_facts_satisfied
b2_rag_hybrid,gpt-4o,L4,L4_q013_food_court_vs_expo_lunch,structured_facts,ok,False,"missing=[""food_court_mentioned='FoodCourt'_not_mentioned""]"
b2_rag_cypher,gpt-4o,L4,L4_q014_parking_car_person_ratio,structured_facts,ok,True,all_1_facts_satisfied
b2_rag_community,gpt-4o,L4,L4_q014_parking_car_person_ratio,structured_facts,ok,True,all_1_facts_satisfied
b2_rag_hybrid,gpt-4o,L4,L4_q014_parking_car_person_ratio,structured_facts,ok,True,all_1_facts_satisfied
b2_rag_cypher,gpt-4o,L4,L4_q015_quiet_vs_busy_locations,structured_facts,ok,True,all_2_facts_satisfied
b2_rag_community,gpt-4o,L4,L4_q015_quiet_vs_busy_locations,structured_facts,ok,False,"missing=[""busiest='KeynoteHall_Stage'_not_mentioned"", ""quietest='DemoBooth_Intel'_not_mentioned""]"
b2_rag_hybrid,gpt-4o,L4,L4_q015_quiet_vs_busy_locations,structured_facts,ok,True,all_2_facts_satisfied
b2_rag_cypher,gpt-4o,L5,L5_q001_summit_day_brief,rubric_coverage,ok,True,coverage=3/5=0.60 (threshold=0.6)
b2_rag_community,gpt-4o,L5,L5_q001_summit_day_brief,rubric_coverage,ok,False,coverage=1/5=0.20 (threshold=0.6)
